Date,High,Low,Open,Close,Volume,Adj Close
2020-11-23,117.62000274658203,113.75,117.18000030517578,113.8499984741211,127959300,113.68012237548828
2020-11-24,115.8499984741211,112.58999633789062,113.91000366210938,115.16999816894531,113874200,114.99815368652344
2020-11-25,116.75,115.16999816894531,115.55000305175781,116.02999877929688,76499200,115.85687255859375
2020-11-27,117.48999786376953,116.22000122070312,116.56999969482422,116.58999633789062,46691300,116.41603088378906
2020-11-30,120.97000122070312,116.80999755859375,116.97000122070312,119.05000305175781,169410200,118.87236785888672
2020-12-01,123.47000122070312,120.01000213623047,121.01000213623047,122.72000122070312,128166800,122.53689575195312
2020-12-02,123.37000274658203,120.88999938964844,122.0199966430664,123.08000183105469,89004200,122.89635467529297
2020-12-03,123.77999877929688,122.20999908447266,123.5199966430664,122.94000244140625,78967600,122.7565689086914
2020-12-04,122.86000061035156,121.5199966430664,122.5999984741211,122.25,78260400,122.06759643554688
2020-12-07,124.56999969482422,122.25,122.30999755859375,123.75,86712000,123.56535339355469
2020-12-08,124.9800033569336,123.08999633789062,124.37000274658203,124.37999725341797,82225500,124.19441223144531
2020-12-09,125.94999694824219,121.0,124.52999877929688,121.77999877929688,115089200,121.5982894897461
2020-12-10,123.87000274658203,120.1500015258789,120.5,123.23999786376953,81312200,123.05611419677734
2020-12-11,122.76000213623047,120.55000305175781,122.43000030517578,122.41000366210938,86939800,122.22735595703125
2020-12-14,123.3499984741211,121.54000091552734,122.5999984741211,121.77999877929688,79184500,121.5982894897461
2020-12-15,127.9000015258789,124.12999725341797,124.33999633789062,127.87999725341797,157572300,127.6891860961914
2020-12-16,128.3699951171875,126.55999755859375,127.41000366210938,127.80999755859375,98208600,127.61929321289062
2020-12-17,129.5800018310547,128.0399932861328,128.89999389648438,128.6999969482422,94359800,128.50796508789062
2020-12-18,129.10000610351562,126.12000274658203,128.9600067138672,126.66000366210938,192541500,126.47101593017578
2020-12-21,128.30999755859375,123.44999694824219,125.0199966430664,128.22999572753906,121251600,128.03866577148438
2020-12-22,134.41000366210938,129.64999389648438,131.61000061035156,131.8800048828125,168904800,131.6832275390625
2020-12-23,132.42999267578125,130.77999877929688,132.16000366210938,130.9600067138672,88223700,130.7646026611328
2020-12-24,133.4600067138672,131.10000610351562,131.32000732421875,131.97000122070312,54930100,131.77308654785156
2020-12-28,137.33999633789062,133.50999450683594,133.99000549316406,136.69000244140625,124486200,136.48605346679688
2020-12-29,138.7899932861328,134.33999633789062,138.0500030517578,134.8699951171875,121047300,134.66876220703125
2020-12-30,135.99000549316406,133.39999389648438,135.5800018310547,133.72000122070312,96452100,133.52047729492188
2020-12-31,134.74000549316406,131.72000122070312,134.0800018310547,132.69000244140625,99116600,132.4920196533203
2021-01-04,133.61000061035156,126.76000213623047,133.52000427246094,129.41000366210938,143301900,129.2169189453125
2021-01-05,131.74000549316406,128.42999267578125,128.88999938964844,131.00999450683594,97664900,130.81451416015625
2021-01-06,131.0500030517578,126.37999725341797,127.72000122070312,126.5999984741211,155088000,126.41110229492188
2021-01-07,131.6300048828125,127.86000061035156,128.36000061035156,130.9199981689453,109578200,130.7246551513672
2021-01-08,132.6300048828125,130.22999572753906,132.42999267578125,132.0500030517578,105158200,131.85296630859375
2021-01-11,130.1699981689453,128.5,129.19000244140625,128.97999572753906,100620900,128.7875518798828
2021-01-12,129.69000244140625,126.86000061035156,128.5,128.8000030517578,91951100,128.60781860351562
